code,prov,area_ha,sp,elev_mean,elev_min,elev_max,elevF,perim,lat,long,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
AL069003,AL,106.583955,PINUS HALEPENSIS,577.9,522,640,verlow,6353.69,37.38431,-2.30332,NA,2,4,2,1,1,3,NA,0,1,2,2,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL070001,AL,338.5934219,PINUS HALEPENSIS,1270.18,1167,1370,medium,10062.16,37.51284,-2.32411,NA,0,0,1,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL070002,AL,169.977749,PINUS HALEPENSIS,1164.34,948,1293,low,8069.95,37.5142,-2.23456,NA,0,0,0,4,1,1,3,0,0,1,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
AL073006,AL,241.59295440000002,PINUS SYLVESTRIS,1642.05,1289,1954,medium,14435.63,37.04071,-2.93165,3,1,0,0,1,3,3,1,0,0,1,1,1,0,0,1,0,0,1,2,2,2,2,2,0,1,1
AL073007,AL,204.84152890000001,PINUS SYLVESTRIS,1456.21,1218,1707,medium,11313.97,37.02507,-2.92511,3,0,0,0,2,3,2,1,0,0,1,2,2,0,0,0,0,0,1,2,2,2,1,1,0,1,1
AL073008,AL,296.0899773,PINUS SYLVESTRIS,2103.18,1784,2348,high,18373.33,37.08565,-2.94331,0,0,0,0,0,1,1,0,0,NA,1,NA,NA,NA,0,0,0,0,1,3,1,1,1,1,0,NA,2
AL073009,AL,60.39166289999999,PINUS SYLVESTRIS,1654.41,1541,1991,medium,8536.65,37.04624,-2.95936,3,0,0,0,0,3,1,0,0,NA,1,2,3,0,0,0,0,0,1,3,2,1,1,2,0,1,2
AL076001,AL,75.3180309,PINUS HALEPENSIS,1186.36,1127,1268,low,3894.47,37.45437,-2.38315,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL076002,AL,55.7374546,PINUS HALEPENSIS,1063.59,976,1159,low,3998.81,37.42569,-2.33262,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL076003,AL,82.6051713,PINUS HALEPENSIS,984.7,868,1108,low,7291.79,37.42444,-2.33919,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL080001,AL,679.2131277999999,PINUS HALEPENSIS,623.67,458,770,low,13283.14,37.04958,-2.55993,NA,NA,NA,NA,3,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1
AL080002,AL,173.8356153,PINUS HALEPENSIS,583.43,504,667,verlow,9076.57,37.04503,-2.57825,NA,NA,NA,NA,3,0,0,0,0,1,1,1,0,0,0,2,0,1,0,0,1,0,1,1,1,0,2
AL081001,AL,127.2464693,PINUS HALEPENSIS,302.03,226,424,verlow,6161.1,36.9797,-2.53548,NA,4,4,0,0,1,0,3,0,2,2,3,0,0,0,2,2,2,1,1,0,1,1,3,1,0,0
AL082001,AL,16.2618637,PINUS HALEPENSIS,1569.07,1515,1615,medium,1975.21,37.25539,-2.36571,NA,0,0,2,1,1,1,0,0,2,1,NA,0,0,0,0,0,1,1,1,0,0,1,1,1,2,2
AL082002,AL,186.0591336,PINUS PINASTER,1670.63,1496,1788,medium,6137.13,37.2323,-2.3638,NA,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,2,2,1,1,0,0,0,3,3,2,2
AL082003,AL,49.0003767,PINUS PINASTER,1637.86,1552,1737,medium,4400.16,37.22578,-2.35594,NA,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,2,2,1,1,0,0,2,1,2,2,2
AL083002,AL,35.047655,PINUS HALEPENSIS,866.22,813,908,low,2767.02,37.36947,-2.52512,NA,0,1,0,2,3,1,0,0,2,2,2,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1
AL083003,AL,10.899943200000001,PINUS HALEPENSIS,846.51,813,890,low,1645.13,37.36922,-2.52102,NA,0,1,1,2,4,1,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
AL083004,AL,77.5628738,PINUS HALEPENSIS,850.28,788,909,low,7562.96,37.36487,-2.52749,NA,0,2,1,2,4,1,0,0,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1
AL083005,AL,27.871424400000002,PINUS HALEPENSIS,823.64,761,878,low,4258.62,37.36251,-2.51775,NA,NA,NA,1,2,3,1,0,1,2,2,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
AL083006,AL,12.7333518,PINUS HALEPENSIS,932.53,849,984,low,2440.35,37.34426,-2.557,NA,NA,NA,NA,NA,NA,0,2,1,2,2,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1
AL083007,AL,263.2215637,PINUS HALEPENSIS,1024.94,816,1295,low,22751.81,37.32984,-2.54002,NA,1,2,0,0,5,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0
AL083008,AL,55.052108700000005,PINUS HALEPENSIS,973.16,850,1100,low,5084.23,37.33252,-2.51132,NA,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AL083009,AL,224.015481,PINUS HALEPENSIS,1180.41,900,1539,low,30917.81,37.32035,-2.55607,NA,0,0,3,0,1,0,0,0,NA,3,2,0,0,1,1,0,2,1,0,0,0,0,1,0,0,1
AL083010,AL,13.4513715,PINUS HALEPENSIS,1013.19,917,1078,low,1655.2,37.32928,-2.48698,NA,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL083011,AL,91.7386041,PINUS HALEPENSIS,1159.34,1036,1241,low,6816.35,37.32374,-2.5243,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AL083012,AL,107.3497707,PINUS HALEPENSIS,1141.76,922,1301,low,8354.04,37.31647,-2.55959,NA,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL083013,AL,89.171476,PINUS HALEPENSIS,1282.9,1167,1452,medium,8203.07,37.31462,-2.48522,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL083014,AL,57.4900002,PINUS HALEPENSIS,1315.85,1108,1450,medium,4458.16,37.31348,-2.50371,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL083015,AL,46.8810367,PINUS HALEPENSIS,1338.18,1159,1503,medium,5281.65,37.31282,-2.49839,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL083016,AL,23.9779098,PINUS HALEPENSIS,1219.83,1113,1384,medium,2466.2,37.31324,-2.5077,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0
AL083017,AL,150.7586288,PINUS NIGRA SSP SALZM.,1601.2,1266,1807,medium,10620.29,37.29781,-2.49564,NA,NA,NA,NA,3,3,2,0,0,1,3,0,0,0,0,2,0,0,2,2,0,0,0,2,0,3,2
AL083018,AL,99.4467018,PINUS HALEPENSIS,1380.16,1267,1492,medium,6843.09,37.30407,-2.4846,NA,0,0,0,0,1,0,0,0,0,2,NA,0,0,0,1,0,0,2,0,0,0,0,2,0,1,1
AL083019,AL,88.428754,PINUS HALEPENSIS,1564.2,1324,1785,medium,5970.76,37.29852,-2.50288,NA,0,0,1,1,4,3,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0
AL083020,AL,69.7749372,PINUS HALEPENSIS,1421.57,1280,1576,medium,7389,37.29802,-2.51111,NA,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
AL083021,AL,314.2884528,PINUS HALEPENSIS,1513.62,1306,1683,medium,12980.83,37.29288,-2.5236,NA,0,0,0,0,3,3,0,0,0,3,0,0,0,0,2,1,1,3,0,0,0,1,4,3,4,4
AL083022,AL,180.0082086,PINUS HALEPENSIS,1558.97,1382,1793,medium,14011.56,37.29385,-2.48627,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0
AL083023,AL,42.7501423,PINUS NIGRA SSP SALZM.,1564.8,1360,1726,medium,5508.57,37.29375,-2.50601,NA,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,3
AL083024,AL,11.9854953,PINUS HALEPENSIS,1356.1,1289,1420,medium,1538.84,37.29665,-2.53436,NA,0,0,0,0,4,1,0,0,0,2,0,0,NA,0,0,1,0,2,0,0,0,0,3,0,2,4
AL083025,AL,79.6761659,PINUS NIGRA SSP AUSTR.,1627.3,1439,1813,medium,7018.8,37.28778,-2.50567,NA,0,0,0,0,3,1,0,1,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,3,2
AL083026,AL,229.44835890000002,PINUS SYLVESTRIS,1326.05,1069,1572,medium,11665.94,37.27777,-2.57679,NA,1,1,0,1,1,0,0,0,0,1,0,0,NA,0,0,0,1,2,0,0,0,0,1,0,0,2
AL083027,AL,86.0621878,PINUS NIGRA SSP SALZM.,1502.37,1400,1611,medium,6067,37.28701,-2.53933,NA,0,1,0,0,3,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,1,3,0,2,2
AL083028,AL,104.7113523,PINUS NIGRA SSP SALZM.,1625.19,1483,1842,medium,5264.09,37.2809,-2.50823,NA,0,0,0,0,2,1,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,2,1,4,3
AL083029,AL,19.750358600000002,PINUS HALEPENSIS,1629.42,1577,1691,medium,1981.8,37.28243,-2.52324,NA,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,3,2,4,4
AL083030,AL,224.14412599999997,PINUS NIGRA SSP SALZM.,1525.12,1272,1763,medium,10273.32,37.2721,-2.5595,NA,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,1,3,2,3,2
AL083031,AL,37.8211509,PINUS HALEPENSIS,1708.83,1618,1827,high,3329.87,37.277,-2.53041,NA,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,3,2,4,4
AL083032,AL,27.353456800000004,PINUS HALEPENSIS,1456.38,1291,1598,medium,3625.25,37.2754,-2.56813,NA,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
AL083033,AL,9.0450546,PINUS PINASTER,1730.73,1679,1794,high,1830.25,37.27756,-2.52675,NA,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0
AL083034,AL,9.158133,PINUS NIGRA SSP SALZM.,1646.89,1578,1710,medium,1481.55,37.27571,-2.51973,NA,0,0,0,0,4,NA,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,5,0
AL083035,AL,53.3062672,PINUS PINASTER,1605.69,1529,1749,medium,4103.12,37.26574,-2.58701,NA,1,1,0,0,2,0,0,0,1,1,0,0,NA,0,0,0,0,2,1,0,0,0,3,0,3,2
AL083036,AL,88.0090559,PINUS SYLVESTRIS,1655.59,1496,1779,medium,4969.64,37.26297,-2.56386,NA,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,3,1,0,2
AL083037,AL,277.62318730000004,PINUS SYLVESTRIS,1717.4,1386,1917,high,12324.93,37.25304,-2.60404,NA,1,1,0,0,3,0,0,0,0,1,1,0,NA,0,0,0,0,0,2,1,0,0,4,2,1,2
AL083038,AL,97.71892290000001,PINUS NIGRA SSP SALZM.,1417.84,1221,1626,medium,5329.29,37.26205,-2.56903,NA,1,1,0,0,1,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0
AL083039,AL,93.19341999999999,PINUS NIGRA SSP SALZM.,1416.21,1226,1590,medium,5896.28,37.26291,-2.58019,NA,1,1,0,0,2,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,3,0,1,0
AL083040,AL,113.6692157,PINUS NIGRA SSP SALZM.,1477.18,1274,1690,medium,6280.67,37.25287,-2.57212,NA,1,1,0,0,1,0,0,0,0,3,NA,0,NA,0,0,0,0,0,1,0,0,0,2,0,0,2
AL083041,AL,53.200625800000005,PINUS SYLVESTRIS,1493.79,1355,1648,medium,3833.73,37.25182,-2.58081,NA,0,0,0,0,2,0,0,1,0,1,0,0,NA,0,0,0,0,0,1,0,0,0,3,0,0,1
AL083042,AL,34.6800164,PINUS SYLVESTRIS,1585,1433,1692,medium,5858.88,37.24933,-2.58169,NA,1,1,1,0,3,0,0,0,0,2,0,0,NA,0,0,0,0,1,1,2,0,1,3,0,3,3
AL083043,AL,146.7864761,PINUS SYLVESTRIS,1761.54,1559,1920,high,7861.57,37.24843,-2.59272,NA,0,1,0,0,1,0,0,0,0,1,0,0,NA,0,0,0,0,2,2,0,2,2,4,0,3,3
AL083044,AL,15.0216848,PINUS SYLVESTRIS,1751.6,1692,1808,high,2197.88,37.25173,-2.59378,NA,1,0,0,0,1,NA,0,0,NA,2,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
AL083046,AL,27.3381609,PINUS HALEPENSIS,1207.38,1111,1344,medium,4187.15,37.31191,-2.54562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL083047,AL,40.2315013,PINUS NIGRA SSP SALZM.,1431.26,1352,1541,medium,7180.95,37.28842,-2.54748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,2,0,0,0,0,3,0,2,4
AL083051,AL,4.5544956,PINUS HALEPENSIS,1062.13,1038,1087,low,884.25,37.40419,-2.53361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,0,1,2,1,2,2,1,1
AL083052,AL,1.2910955,PINUS HALEPENSIS,1081.75,1073,1090,low,492.76,37.40585,-2.53321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,2,1,2,2,1,1
AL084003,AL,160.986627,PINUS PINASTER,1472.96,1223,1613,medium,9961.99,37.26011,-2.37287,NA,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,2,1,2,2,1,1,1,3,4,4,2
AL085001,AL,214.5813542,PINUS HALEPENSIS,1153.46,1039,1272,low,12673.14,37.44679,-2.39328,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,2,2,1,1,1,1,1,0,1,0,1,1
AL085003,AL,33.1375362,PINUS HALEPENSIS,1061.91,988,1137,low,5126.62,37.42383,-2.38712,NA,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
AL085004,AL,150.28985079999998,PINUS HALEPENSIS,1064.24,941,1163,low,9393.5,37.41968,-2.38922,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
AL085005,AL,175.3416952,PINUS HALEPENSIS,1017.11,909,1134,low,12287.45,37.41216,-2.39069,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
AL085006,AL,115.4787635,PINUS HALEPENSIS,944.18,732,1032,low,11383.29,37.40139,-2.38456,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
AL087001,AL,17.7936214,PINUS HALEPENSIS,784.78,720,883,low,2050.35,37.32858,-2.38008,NA,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0
AL087002,AL,30.392337599999998,PINUS HALEPENSIS,938.98,803,1053,low,3208.99,37.32307,-2.37612,NA,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1
AL087003,AL,19.2118475,PINUS HALEPENSIS,1028.03,915,1098,low,2362.43,37.32037,-2.3845,NA,0,0,1,1,3,0,0,0,2,3,2,0,1,0,1,1,1,2,0,2,1,2,2,4,2,1
AL087004,AL,24.3243625,PINUS HALEPENSIS,1168.62,1016,1289,low,3391.46,37.30642,-2.37058,NA,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,3,2,1
AL087005,AL,45.8872741,PINUS PINASTER,1368.13,1107,1509,medium,4296.14,37.29698,-2.36795,NA,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2
AL087006,AL,32.1104886,PINUS PINASTER,1389.32,1290,1504,medium,3500.21,37.29528,-2.37312,NA,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2
AL090001,AL,196.4543613,PINUS PINASTER,1501.83,1326,1610,medium,17020.17,37.22764,-2.34503,NA,0,0,0,0,1,0,0,0,1,2,0,0,1,1,1,2,2,1,1,0,0,0,1,2,2,2
AL090003,AL,59.753888800000006,PINUS PINASTER,1249.15,1146,1345,medium,4893.52,37.21274,-2.29573,NA,1,0,2,1,1,0,0,0,1,3,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
AL091002,AL,160.1029628,PINUS HALEPENSIS,1264.8,1164,1453,medium,8135.33,36.92048,-2.65952,NA,0,0,NA,1,2,1,1,1,1,2,2,NA,0,0,3,1,2,2,2,2,1,1,3,0,1,1
AL091003,AL,30.926565500000002,PINUS HALEPENSIS,1128.14,1039,1176,low,2365.75,36.91629,-2.62272,NA,0,0,1,1,1,1,1,1,1,2,2,NA,0,0,2,1,1,2,2,2,1,1,2,0,2,2
AL091004,AL,83.1698239,PINUS HALEPENSIS,1341.34,1151,1473,medium,4345.44,36.92258,-2.67358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,3,0,1,3,2,2,1,1,3,0,1,2
AL091005,AL,52.155123599999996,PINUS HALEPENSIS,1367.33,1265,1474,medium,4607.51,36.92589,-2.68109,NA,0,0,NA,1,2,1,1,1,1,2,2,NA,0,0,2,1,1,2,1,2,1,1,2,0,1,2
AL091006,AL,22.5712892,PINUS HALEPENSIS,1186.47,1119,1251,low,2991.5,36.92167,-2.64105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,1,2,0,1,2,0,1,2
AL091007,AL,11.3103871,PINUS HALEPENSIS,340.79,272,441,verlow,1509.78,36.98021,-2.59805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,1,2,2,1,2,2,2,3,0,2,2
AL091008,AL,39.225931,PINUS HALEPENSIS,355.05,305,419,verlow,5422.58,36.99618,-2.60825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,4,0,0,5,1,1,5,0,1,0
AL091009,AL,15.017913,PINUS HALEPENSIS,367.48,320,417,verlow,3763.61,36.9973,-2.60282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,4,0,0,5,1,1,5,0,1,0
AL091010,AL,8.8621402,PINUS HALEPENSIS,397.56,361,437,verlow,2103.39,37.00119,-2.61257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,4,0,0,5,1,1,5,0,1,0
AL092001,AL,120.46826899999999,PINUS HALEPENSIS,1311.64,1243,1481,medium,5701.31,37.47109,-2.51412,NA,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL092005,AL,97.44723880000001,PINUS HALEPENSIS,1082.39,966,1193,low,7307.84,37.41938,-2.48828,NA,0,1,1,2,2,1,0,2,2,1,2,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0
AL092008,AL,69.8987915,PINUS HALEPENSIS,968.11,913,1043,low,7485.87,37.40258,-2.48891,NA,1,0,1,2,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
AL092011,AL,2.4828937,PINUS HALEPENSIS,962.37,948,984,low,735.6,37.40173,-2.50964,NA,0,1,1,1,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL092012,AL,12.3130765,PINUS HALEPENSIS,945.79,911,982,low,2300.12,37.39923,-2.50863,NA,1,1,1,1,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AL092013,AL,30.7904681,PINUS HALEPENSIS,748.84,650,839,low,7578.11,37.34149,-2.4322,NA,1,1,1,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1
AL092014,AL,50.5416866,PINUS PINASTER,778.01,714,848,low,2974.14,37.34041,-2.46601,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1
AL092015,AL,71.2828728,PINUS HALEPENSIS,945.98,789,1088,low,3519.21,37.33156,-2.47234,NA,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1
AL092019,AL,70.4696623,PINUS HALEPENSIS,734.75,635,850,low,6644.14,37.34193,-2.42904,NA,1,1,1,0,2,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,2,4,2,1
AL092020,AL,36.391455,PINUS HALEPENSIS,1028.7,952,1118,low,3961.88,37.40684,-2.5283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,1,0,1,4,2,2,2,2,2
AL092021,AL,38.3721561,PINUS HALEPENSIS,993.85,935,1074,low,5229.59,37.40523,-2.52028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,1,1,0,0
AL092022,AL,45.3763463,PINUS HALEPENSIS,1047,976,1093,low,4688.3,37.41209,-2.51894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,3,2,2,2,1,1
AL092023,AL,14.348243100000001,PINUS HALEPENSIS,980.22,914,1061,low,1816.16,37.39868,-2.51581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,1,0,0
AL092024,AL,33.258064000000005,PINUS HALEPENSIS,942.39,867,1029,low,4624.54,37.39241,-2.50829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
AL092025,AL,11.3905638,PINUS HALEPENSIS,1145.11,1114,1186,low,2316.93,37.43674,-2.54356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,2,2,1,2
AL092026,AL,14.4703147,PINUS HALEPENSIS,1088.03,1040,1151,low,3334.79,37.42776,-2.53358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0
AL092027,AL,9.6372993,PINUS HALEPENSIS,1117.72,1085,1141,low,2072.56,37.43405,-2.52054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,1,4,3,1,1
AL092028,AL,11.9646498,PINUS HALEPENSIS,1002.45,940,1077,low,2537.69,37.40123,-2.52198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0
AL092029,AL,3.4863121,PINUS HALEPENSIS,1038.57,1021,1056,low,772.89,37.41037,-2.51936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,3,1,1,1,1,1
AL092030,AL,50.8518781,PINUS HALEPENSIS,1084.3,1016,1159,low,7458.6,37.42027,-2.53595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,1,1
AL092031,AL,74.79845379999999,PINUS HALEPENSIS,1097.59,1036,1163,low,15919.77,37.42682,-2.51661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,2,2,1,3,3,1,2
AL093001,AL,430.63800829999997,PINUS HALEPENSIS,391.8,237,683,verlow,10864,37.10082,-1.987,NA,2,0,3,1,2,2,NA,1,1,0,0,1,1,0,1,2,2,1,1,1,1,1,2,0,1,2
AL096001,AL,1188.4665588,PINUS HALEPENSIS,940.83,587,1236,low,22707.85,37.40408,-2.34939,NA,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
AL096002,AL,60.6408041,PINUS HALEPENSIS,788.05,679,890,low,3502.31,37.39286,-2.34118,NA,3,3,1,1,0,1,NA,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,3,2,2,1
AL097001,AL,144.7108532,PINUS NIGRA SSP SALZM.,1596.85,1371,1748,medium,9756.22,37.25056,-2.39952,NA,0,0,0,0,2,0,0,1,1,1,0,2,0,0,0,1,4,2,2,0,1,3,3,3,3,2
AL097002,AL,197.1194462,PINUS PINASTER,1581.05,1283,1755,medium,9170.91,37.24581,-2.37721,NA,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,2,2,4,3,2
AL097003,AL,286.7226294,PINUS NIGRA SSP SALZM.,1626.51,1383,1833,medium,27694.22,37.23263,-2.38793,NA,0,0,0,1,2,0,0,1,1,1,0,1,0,0,1,1,3,1,1,0,0,1,4,3,3,2
AL097004,AL,73.5583524,PINUS PINASTER,1724.25,1421,1932,high,4708.08,37.21901,-2.41936,NA,0,0,0,0,1,0,0,0,3,1,2,2,2,1,3,1,2,0,2,1,1,3,4,3,3,3
AL097005,AL,60.0626913,PINUS NIGRA SSP SALZM.,1660.42,1265,1793,medium,6828.82,37.21759,-2.37755,NA,1,0,0,0,1,0,0,1,0,2,0,1,NA,0,1,0,2,0,1,0,0,1,3,4,2,2
AL097006,AL,24.1121512,PINUS PINASTER,1806.77,1678,1901,high,3623.97,37.22826,-2.41536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,2,1,0,0,0,1,4,3,3,2
AL098001,AL,642.9710036,PINUS HALEPENSIS,1092.05,892,1276,low,22770.56,37.88243,-2.11635,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098002,AL,596.7705563,PINUS HALEPENSIS,1145.29,1026,1252,low,44135.76,37.88577,-2.16044,NA,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
AL098003,AL,82.1219011,PINUS HALEPENSIS,1189.37,1122,1256,low,7808.28,37.88204,-2.19014,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098004,AL,1228.6733054,PINUS HALEPENSIS,1002.74,767,1240,low,49658.85,37.85823,-2.10304,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098005,AL,877.2506893,PINUS HALEPENSIS,965.01,812,1225,low,20256.95,37.86922,-2.07374,NA,0,0,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1
