code,prov,area_ha,sp,elev_mean,elev_min,elev_max,elevF,perim,lat,long,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
HU040026,H,117.93986729999999,PINUS PINEA,31.04,25,38,verlow,5140.75,37.22211,-6.411,4,0,3,1,1,2,4,0,0,3,0,3,1,1,1,1,2,NA,0,0,0,2,4,4,4,3,2
HU040029,H,164.5591966,PINUS PINEA,29.91,23,42,verlow,12541.34,37.21773,-6.36476,4,2,3,1,1,1,2,0,0,2,0,1,2,0,1,1,1,NA,1,0,1,3,4,4,3,2,2
HU040030,H,47.7410979,PINUS PINEA,27.01,21,38,verlow,5327.94,37.21729,-6.40194,4,0,2,1,1,2,4,0,0,2,0,2,1,1,1,1,1,NA,2,0,0,3,4,4,4,3,3
HU040032,H,131.29153200000002,PINUS PINEA,32.42,28,38,verlow,4976.27,37.21292,-6.43583,4,0,3,1,1,1,3,1,0,2,0,0,1,1,3,1,1,NA,1,0,0,3,4,4,4,3,2
HU040033,H,110.8028,PINUS PINEA,30.75,20,39,verlow,5145.16,37.20765,-6.44708,4,1,3,1,1,1,3,1,0,2,0,0,1,2,2,1,1,NA,1,0,0,3,4,3,2,3,2
HU040034,H,281.5901771,PINUS PINEA,25.74,20,34,verlow,11666.55,37.20953,-6.37062,4,4,3,1,1,1,2,0,1,3,0,3,1,2,3,1,1,NA,1,1,0,2,4,4,2,2,3
HU040035,H,255.8035739,PINUS PINEA,28.18,19,37,verlow,6257.38,37.20615,-6.39196,3,3,3,1,1,1,2,0,0,3,0,3,1,1,1,1,1,NA,1,0,0,3,4,4,4,3,2
HU040036,H,62.94154640000001,PINUS PINEA,30.75,27,35,verlow,3692.9,37.20403,-6.40483,2,1,3,1,1,2,2,0,0,2,0,3,1,0,1,1,2,NA,1,0,0,3,4,4,3,3,3
HU040038,H,98.96014910000001,PINUS PINEA,25.1,21,32,verlow,4180.65,37.20649,-6.41772,3,1,3,1,1,1,2,0,0,2,0,3,1,0,1,1,1,NA,1,0,0,2,4,4,3,3,3
HU040039,H,219.3034733,PINUS PINEA,22.84,16,32,verlow,6640.99,37.19886,-6.42298,4,2,3,1,1,2,2,0,0,3,0,3,1,0,1,1,1,NA,1,0,2,4,4,4,3,3,3
HU040040,H,212.99802999999997,PINUS PINEA,23.83,15,35,verlow,6897.8,37.19688,-6.43402,4,1,3,1,1,2,2,0,0,3,0,3,1,0,1,1,1,NA,1,0,2,3,4,4,3,3,3
HU040041,H,176.32624769999998,PINUS PINEA,23.12,15,35,verlow,7070.82,37.19522,-6.4444,4,3,3,1,1,2,2,0,0,3,0,1,3,0,2,1,2,NA,1,0,1,3,4,4,4,3,3
HU040042,H,231.0883248,PINUS PINEA,20.63,15,32,verlow,7142.17,37.18866,-6.44831,4,1,3,1,1,2,3,0,1,2,0,1,3,0,2,1,1,NA,1,0,1,4,4,4,3,3,3
HU040045,H,470.8787572,PINUS PINEA,16.1,7,28,verlow,9945.59,37.18253,-6.3828,4,3,3,1,1,1,1,3,1,3,0,1,2,0,2,0,1,NA,2,0,2,4,4,5,2,2,3
HU040046,H,322.0908118,PINUS PINEA,17.45,11,24,verlow,9832.65,37.17909,-6.3955,3,3,3,1,1,1,1,4,0,3,0,1,3,0,2,0,1,NA,1,0,0,2,4,4,3,3,3
HU040047,H,311.2304259,PINUS PINEA,19.6,10,28,verlow,7975.35,37.18391,-6.41224,4,2,3,1,1,1,1,4,0,3,0,1,2,0,2,0,1,NA,1,0,0,2,3,3,3,3,3
HU040048,H,592.5946673999999,PINUS PINEA,15.15,9,23,verlow,10476.64,37.17344,-6.42845,4,2,3,1,1,1,2,3,0,3,0,1,2,0,2,0,1,NA,2,0,0,2,4,4,3,3,3
HU040061,H,74.3513825,PINUS PINEA,9.23,5,14,verlow,4654.22,37.16326,-6.38602,4,0,2,1,1,2,3,0,0,2,0,1,1,3,NA,0,1,NA,1,0,0,0,4,3,2,1,2
HU044004,H,96.2384365,PINUS PINEA,44.15,25,66,verlow,5482.96,37.32384,-7.2315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,0,1,1,1,0,0
HU046001,H,36.3763212,PINUS PINEA,118.55,101,128,verlow,7900.42,37.29147,-6.70713,NA,2,3,1,1,1,3,0,3,1,3,1,0,2,1,1,3,NA,1,1,1,2,1,3,2,1,1
HU046002,H,64.76493909999999,PINUS PINEA,98.31,87,111,verlow,6486.25,37.27967,-6.76164,NA,2,3,1,1,1,1,0,3,1,0,0,2,0,0,1,2,NA,1,1,1,2,1,2,2,1,1
HU046003,H,190.59888899999999,PINUS PINEA,88.49,73,103,verlow,20486.58,37.26392,-6.74861,NA,2,3,1,1,2,3,1,3,1,0,1,2,0,0,1,3,NA,1,1,2,2,1,3,2,1,2
HU046004,H,82.8129963,PINUS PINEA,76.32,64,97,verlow,8676.77,37.23493,-6.72034,NA,2,3,1,1,1,1,1,3,1,0,1,1,0,0,1,3,NA,2,2,2,2,1,3,2,1,2
HU050003,H,96.7568152,PINUS PINEA,57.84,38,66,verlow,6929.5,37.2311,-6.80047,NA,1,NA,1,2,1,1,1,3,1,3,3,1,1,1,1,3,NA,0,0,0,3,3,3,2,2,3
HU050004,H,124.0452792,PINUS PINEA,55.94,37,70,verlow,12269.86,37.23384,-6.81653,NA,2,0,3,2,0,1,2,1,1,3,3,2,2,1,1,3,NA,0,0,0,3,3,4,3,2,3
HU050005,H,161.1009839,PINUS PINEA,20.35,4,46,verlow,10606.05,37.21386,-6.83903,NA,2,0,4,2,0,1,3,1,2,4,4,3,2,1,1,3,NA,0,0,0,4,4,3,4,2,3
HU050022,H,90.7448335,PINUS PINEA,66.28,47,79,verlow,8088.96,37.2435,-6.80307,NA,1,0,1,2,0,1,0,1,1,3,2,0,1,1,2,3,NA,1,0,1,1,3,3,1,1,3
HU050023,H,74.890225,PINUS PINEA,65.06,45,77,verlow,5406.87,37.24035,-6.79359,NA,1,NA,1,2,1,1,2,1,0,3,3,0,1,2,3,3,NA,0,0,1,2,2,2,2,1,3
HU050028,H,289.2183824,PINUS PINEA,32.95,9,52,verlow,17508.51,37.16585,-6.82805,NA,1,0,4,1,1,1,0,1,2,2,1,1,3,1,1,2,NA,0,1,1,3,3,3,3,2,2
JA000009,J,4.3368324000000005,PINUS HALEPENSIS,742.32,715,793,low,1186.5,37.76868,-3.80043,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
JA000010,J,24.9640689,PINUS HALEPENSIS,861.23,779,950,low,2352.2,37.67589,-3.56085,NA,1,1,0,NA,1,0,0,0,3,1,1,1,2,3,2,1,1,1,0,0,1,2,3,3,1,0
JA000011,J,0.9629873,PINUS HALEPENSIS,861.08,835,876,low,369.4,37.67139,-3.57202,NA,1,1,0,NA,1,0,0,0,1,0,1,0,2,0,2,1,1,1,0,0,1,2,3,3,1,0
JA000012,J,113.7703913,PINUS HALEPENSIS,933.85,797,1122,low,4762.73,37.66036,-3.71709,NA,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
JA000013,J,6.6384384999999995,PINUS HALEPENSIS,550.98,526,593,verlow,1664.46,37.54091,-4.04209,NA,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
JA000014,J,11.057949899999999,PINUS HALEPENSIS,673.75,627,695,low,1752.38,37.58407,-4.08708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
JA000015,J,51.214860200000004,PINUS PINASTER,603.1,578,621,low,2852.1,38.18605,-4.03421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,1,1,2,1,1,3,1,0,1,3,3,2,0,2
JA000016,J,22.0812837,PINUS PINASTER,610.88,575,654,low,2298.89,38.17863,-4.04314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,1,1,2,1,0,0,0,0,0,3,3,2,0,2
JA000017,J,50.6939995,PINUS PINASTER,730.69,676,773,low,2920.51,38.34564,-3.22156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,1,1,0,1,0,0,3,2,4,2,0,3
JA000018,J,1.2669162,PINUS PINEA,771.85,762,781,low,461.19,38.32707,-3.22123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,0,1,0,0,2,1,4,2,0,3
JA000019,J,32.7201078,PINUS PINEA,414.29,403,432,verlow,2675.04,38.14828,-3.6097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,2,1,0,3,2,0,0,0,0
JA000020,J,0.857117,PINUS PINASTER,225.76,225,226,verlow,400.86,38.04456,-4.02464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,2,0,0,0,1,0,0,0,2
JA000021,J,7.0021683999999995,PINUS PINEA,785.56,762,798,low,1098.62,38.34676,-3.55373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,2,1,4,1,0,2
JA000022,J,19.5997403,PINUS HALEPENSIS,319.92,312,330,verlow,2875.85,38.14245,-3.50691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,0,0,2,2,3,2,0,0
JA000023,J,1.5936438,NA,1075.57,1061,1096,low,496.1,37.91689,-2.95363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,1,1,2,2,2,1,2
JA000024,J,0.9923183999999999,NA,1005.84,996,1019,low,411.55,37.90076,-2.93942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,1,2,4,3,2,3
JA000025,J,4.9395245999999995,NA,1090.58,1070,1137,low,882.88,37.92263,-2.90967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1,2,0,0,1
JA003008,J,63.2429053,PINUS HALEPENSIS,896.45,756,1022,low,7930.14,37.51264,-4.03686,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JA005001,J,219.87108659999998,PINUS PINEA,742.94,665,902,low,7827.45,38.36609,-4.08127,NA,NA,1,0,1,1,1,1,0,3,3,4,2,2,4,3,2,3,2,0,1,3,3,4,1,1,0
JA005002,J,379.8332039,PINUS PINEA,785.5,562,942,low,11527.58,38.37611,-4.11221,NA,NA,0,1,1,0,1,1,0,1,1,1,1,2,1,1,1,0,1,0,0,3,2,3,0,0,1
JA005005,J,410.4618537,PINUS PINEA,549.32,356,809,verlow,12503.17,38.36091,-3.96057,NA,NA,0,0,1,2,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,5,1,0,1
JA005006,J,323.8848585,PINUS PINEA,597.87,355,759,verlow,8238.92,38.35535,-3.95042,NA,NA,0,1,1,1,0,1,0,1,1,2,1,3,3,3,1,1,1,0,0,0,3,5,0,1,1
JA005007,J,349.5178999,PINUS PINEA,696.18,634,756,low,13173.09,38.35615,-4.11338,NA,NA,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,0
JA005008,J,335.1814969,PINUS PINEA,575.08,504,653,verlow,9392.49,38.34746,-4.18886,NA,NA,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0
JA005011,J,168.3665928,PINUS PINEA,587.85,503,638,verlow,6233.68,38.33958,-4.17208,NA,NA,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0
JA005012,J,438.92020499999995,PINUS PINASTER,677.66,548,755,low,13786.36,38.32281,-3.99592,NA,NA,0,0,1,1,1,1,1,NA,3,4,4,3,4,4,3,2,1,0,0,2,4,5,1,1,2
JA005013,J,197.5404734,PINUS PINASTER,700.43,567,771,low,7909.79,38.32159,-3.98686,NA,NA,1,2,1,1,1,0,0,2,4,3,2,2,2,4,3,2,2,0,0,1,4,5,1,1,1
JA005014,J,239.3779648,PINUS PINEA,682.85,596,768,low,7218.63,38.32357,-3.96796,NA,NA,1,0,1,2,0,1,0,2,2,3,2,2,2,3,1,1,1,0,0,0,4,5,0,1,2
JA005015,J,351.43393330000004,PINUS PINEA,620.56,477,768,low,11650.62,38.30393,-3.98175,NA,NA,1,1,1,1,1,0,0,1,1,3,2,2,1,2,1,1,0,0,0,1,3,5,0,0,0
JA005016,J,59.4118546,PINUS PINEA,704.84,654,746,low,3300.16,38.31976,-3.95704,NA,NA,0,1,1,2,1,1,0,2,1,4,3,4,3,3,1,1,1,0,0,2,4,5,0,1,1
JA005017,J,129.1699071,PINUS PINEA,686.5,605,747,low,4751.32,38.31084,-3.96123,NA,NA,1,0,1,1,1,0,0,2,1,4,3,3,2,3,2,1,1,0,0,2,4,5,0,1,2
JA005018,J,326.8122551,PINUS PINEA,602.4,460,712,low,9299.8,38.30243,-3.96901,NA,NA,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,3,5,1,1,2
JA005019,J,141.7571134,PINUS PINEA,482.58,361,638,verlow,7013.6,38.28993,-4.2083,NA,NA,1,0,NA,1,0,0,0,0,1,0,1,0,2,0,1,0,1,0,0,0,0,3,0,0,0
JA005020,J,53.6963012,PINUS PINEA,669.91,592,724,low,2992.08,38.29994,-3.95882,NA,NA,0,0,1,1,1,1,0,2,1,0,1,4,4,3,1,1,1,0,0,0,2,5,0,1,1
JA005021,J,89.4178819,PINUS PINEA,534.93,438,644,verlow,4182.79,38.28859,-3.97391,NA,NA,0,0,1,1,1,1,0,2,2,1,1,1,1,1,0,0,0,0,0,0,2,5,0,0,2
JA005022,J,176.5721301,PINUS PINASTER,479.71,350,632,verlow,5597.03,38.27508,-4.20676,NA,NA,1,0,NA,0,0,0,0,0,1,0,1,1,3,0,1,0,1,0,0,0,0,2,0,0,0
JA005023,J,56.0558343,PINUS PINEA,694.13,609,746,low,3377.99,38.26789,-4.17975,NA,NA,0,0,1,1,0,0,0,1,2,0,2,0,3,4,2,1,3,0,0,2,1,5,0,0,0
JA005024,J,363.2709491,PINUS PINEA,520.71,323,688,verlow,8170.49,38.25716,-4.20438,NA,NA,0,0,3,0,0,0,0,0,1,0,0,0,4,2,0,0,1,0,0,0,0,2,0,0,0
JA005025,J,16.6027945,PINUS PINASTER,638.22,433,684,low,2685.52,38.2533,-4.19579,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,2,0,0,0
JA005026,J,78.6331259,PINUS PINASTER,698.79,637,782,low,4432.5,38.26042,-4.17243,NA,NA,1,1,1,0,0,0,1,2,3,2,1,2,3,3,2,1,0,0,1,0,3,5,1,1,1
JA005027,J,226.90185720000002,PINUS PINEA,739.74,650,835,low,6753.36,38.25704,-4.16219,NA,NA,0,1,1,0,0,1,0,2,2,2,0,2,1,3,1,1,2,0,1,0,3,3,2,1,1
JA005029,J,97.66291609999999,PINUS PINASTER,682.26,629,742,low,4892.29,38.25503,-4.1797,NA,NA,1,1,2,0,0,0,0,3,2,2,1,2,1,1,1,3,0,0,0,0,3,5,0,0,1
JA005030,J,245.9111369,PINUS PINEA,706.97,574,773,low,9242.82,38.24538,-4.16308,NA,NA,2,1,2,1,0,0,2,3,4,3,3,4,5,3,2,3,2,0,2,2,3,5,1,1,1
JA005032,J,110.34577309999999,PINUS PINEA,381.01,300,479,verlow,5040.94,38.22309,-4.19261,NA,NA,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,2,2,5,0,1,1
JA005033,J,960.9208993000001,PINUS PINASTER,584.49,329,746,verlow,16847.45,38.23226,-4.15867,NA,NA,1,1,1,1,0,0,0,2,2,1,1,1,2,1,1,1,1,0,1,0,3,4,1,1,1
JA005034,J,236.19920950000002,PINUS PINEA,407.55,289,616,verlow,6802.95,38.21659,-4.18623,NA,NA,0,2,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,2,3,5,0,1,1
JA005035,J,76.625624,PINUS PINASTER,424.17,274,573,verlow,3946.72,38.22442,-3.98163,NA,NA,1,0,1,1,1,0,0,2,3,1,2,2,1,2,1,1,0,0,0,0,2,5,1,0,1
JA005036,J,107.59615910000001,PINUS PINASTER,433.32,274,616,verlow,5073,38.22073,-3.97036,NA,NA,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,5,0,0,0
JA005037,J,285.8361152,PINUS PINEA,575.28,285,736,verlow,8306.5,38.21057,-4.17414,NA,NA,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,4,4,1,1,1
JA005038,J,294.4959915,PINUS PINASTER,598.49,342,723,verlow,9927.98,38.20133,-4.16272,NA,NA,NA,2,3,2,2,2,2,3,2,3,3,2,4,2,1,2,4,1,NA,4,5,5,2,0,1
JA005039,J,135.0956251,PINUS PINEA,408.96,297,482,verlow,5420.77,38.09729,-3.95829,NA,2,1,1,1,1,1,1,0,3,4,1,NA,2,3,0,0,0,0,0,0,0,2,3,2,0,1
JA005040,J,45.8174736,PINUS PINEA,346.21,299,400,verlow,3490.72,38.08322,-4.07442,NA,NA,1,0,NA,1,1,2,0,1,2,1,1,0,4,2,NA,0,1,0,0,0,0,0,0,0,0
JA005041,J,386.3921957,PINUS PINEA,547.06,448,646,verlow,9006.33,38.179,-4.06858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,4,2,1,1,1,1,1,1,NA,NA,0,1,3
JA005042,J,147.47223219999998,PINUS PINEA,506.31,341,632,verlow,7621.82,38.17683,-4.03691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,5,3,1,1,1,1,1,1,NA,NA,2,1,2
JA005043,J,187.8918634,PINUS PINASTER,493.37,366,607,verlow,7209.66,38.18121,-4.02274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,4,1,1,2,1,1,3,NA,NA,2,1,3
JA005044,J,66.9029681,PINUS PINEA,535.82,461,582,verlow,6457.24,38.16543,-4.08175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,2,4,3,1,1,1,1,1,1,NA,NA,2,1,3
JA005045,J,175.86961540000001,PINUS PINEA,354.25,246,552,verlow,6256.3,38.16837,-4.04323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,4,3,1,1,1,0,1,1,NA,NA,2,1,2
JA005046,J,271.4708097,PINUS PINEA,402.03,259,560,verlow,8792.47,38.16949,-4.01169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,4,2,2,1,1,1,1,1,NA,NA,2,1,2
JA005047,J,143.7516479,PINUS PINEA,296.44,249,432,verlow,5012.95,38.1574,-4.02794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,3,4,3,1,1,1,0,1,1,NA,NA,2,1,2
JA005048,J,258.7828063,PINUS PINEA,311.48,244,449,verlow,10185.41,38.16344,-4.00538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,4,3,1,1,1,0,1,1,NA,NA,2,1,0
JA005049,J,31.490952500000002,PINUS PINEA,562.06,518,626,verlow,2496.71,38.16824,-4.14494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,3,1,1,1,1,1,1,1,NA,NA,1,0,0
JA005050,J,103.66286550000001,PINUS PINEA,423.4,321,627,verlow,4632.9,38.16117,-4.13337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,4,2,0,1,1,2,1,1,NA,NA,1,0,0
JA005051,J,77.1124743,PINUS PINEA,436.71,338,530,verlow,4773.89,38.15699,-4.12308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,2,3,3,0,0,1,1,1,1,3,5,1,0,0
JA005052,J,376.71718569999996,PINUS PINEA,410.86,235,582,verlow,8770.49,38.15495,-4.10907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,3,2,1,0,1,0,0,1,4,5,1,0,0
JA005053,J,496.7487904,PINUS PINEA,340.96,215,554,verlow,11926.97,38.13012,-4.08912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,2,5,4,1,1,1,1,0,1,3,4,1,0,0
JA005054,J,318.2993859,PINUS PINASTER,435.51,244,640,verlow,10215.36,38.13948,-4.03833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,5,2,1,1,1,1,1,2,3,5,1,0,0
JA005055,J,526.2236548000001,PINUS PINEA,451.27,252,605,verlow,12328.25,38.12185,-4.06117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,3,5,3,1,0,1,1,0,1,2,4,1,0,0
JA005056,J,578.7807438,PINUS PINEA,449.29,205,629,verlow,13195.48,38.10145,-4.07266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,5,3,1,1,1,1,1,1,3,5,1,0,0
JA005057,J,82.3756334,PINUS PINASTER,356.8,226,478,verlow,5656.35,38.08981,-4.08521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,4,2,1,0,2,1,0,1,3,5,1,0,0
JA005058,J,124.0875529,PINUS PINEA,401.96,327,483,verlow,5442.79,38.08588,-4.08054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,3,5,3,1,0,1,1,0,1,3,5,0,1,0
JA005059,J,159.8377989,PINUS PINEA,931.97,802,986,low,10483.2,38.3723,-3.88426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,2,0,0,0
JA005060,J,43.6124698,PINUS PINEA,604.26,418,789,low,4231.73,38.34971,-3.88738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,0,1,2,5,0,0,0
JA005061,J,111.3066105,PINUS PINEA,470.86,357,660,verlow,6505.35,38.3437,-3.88969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,1,1,1,2,5,0,0,0
JA005062,J,107.91988219999999,NA,461.26,366,593,verlow,6453.99,38.3366,-3.89341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,2,5,1,0,0
JA005063,J,180.545108,PINUS PINEA,503.24,357,635,verlow,7057.13,38.32229,-3.89629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,0,0,2,5,0,0,0
JA005064,J,83.3738834,PINUS PINEA,623.07,480,715,low,3970.21,38.32286,-3.88053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,2,1,0,0,3,5,0,0,1
JA005065,J,89.00159810000001,PINUS PINEA,717.57,366,959,low,4829.02,38.36334,-3.90914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,4,0,0,1
JA005066,J,101.5325821,PINUS PINEA,657.15,353,833,low,5084.4,38.36382,-3.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,2,0,0,0
JA005067,J,113.26894850000001,PINUS PINEA,559.57,355,791,verlow,5030.01,38.36138,-3.92763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,4,0,0,0
JA005068,J,115.9343831,PINUS PINEA,455.86,346,642,verlow,5078.14,38.35227,-3.92488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,0,2,5,1,0,0
JA005069,J,442.41237160000003,PINUS PINEA,478.71,344,731,verlow,11131.28,38.33749,-3.92794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,3,5,1,0,0
JA005070,J,495.7038856,PINUS PINEA,511.64,343,763,verlow,11267.77,38.31662,-3.92836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,2,5,1,0,0
JA005071,J,218.1335057,PINUS PINEA,543.62,344,766,verlow,9449.01,38.30517,-3.93558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,2,5,1,0,0
JA005072,J,309.00333059999997,PINUS PINEA,636.09,432,767,low,8972.64,38.30576,-3.95076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,1,1,3,5,1,0,1
JA005073,J,265.12058709999997,PINUS PINEA,493.51,344,691,verlow,7684.99,38.29371,-3.93909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,1,3,5,1,0,1
JA008001,J,227.84017340000003,PINUS HALEPENSIS,662.72,544,723,low,8394.77,38.16977,-3.38668,NA,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
JA011001,J,363.0067013,PINUS PINASTER,685.36,548,972,low,12879.25,38.40385,-3.68278,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,1,0,0,0,0
JA011002,J,431.8870419,PINUS PINEA,644.04,532,863,low,15500.34,38.39149,-3.72226,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,1,3,0,0,0
JA011003,J,33.2739115,PINUS PINEA,783.28,687,896,low,2718.53,38.38123,-3.80286,NA,0,1,0,1,0,0,0,0,0,0,1,0,0,2,2,2,0,1,0,0,NA,1,4,0,0,0
JA011004,J,226.984048,PINUS PINEA,620.7,515,761,low,10417.71,38.36311,-3.80487,NA,0,2,2,4,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,NA,2,5,0,0,0
JA011005,J,135.312467,PINUS PINEA,561.27,502,642,verlow,7841.05,38.35358,-3.78828,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,1,3,0,0,0
JA011006,J,658.923559,PINUS PINEA,661.72,438,884,low,14905.55,38.33947,-3.69926,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
JA011007,J,47.0080037,PINUS PINASTER,861.83,776,955,low,3269.73,38.35242,-3.7348,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,3,0,0,0
JA011009,J,46.7855636,PINUS PINEA,544.17,501,614,verlow,3023.64,38.35116,-3.79945,NA,1,1,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,NA,1,5,0,0,2
JA011010,J,34.0308066,PINUS PINASTER,542.07,461,645,verlow,2722.38,38.34491,-3.71442,NA,2,1,2,1,0,1,1,1,1,2,1,0,0,1,0,2,2,1,1,0,0,1,4,0,0,0
JA011011,J,411.9983325,PINUS PINASTER,595.97,427,857,verlow,11746.46,38.32551,-3.71527,NA,2,2,0,2,0,0,2,3,2,2,0,0,0,1,0,2,2,0,0,0,0,1,5,1,0,0
JA011012,J,331.8979971,PINUS PINASTER,758.79,574,879,low,15005.23,38.33265,-3.72983,NA,2,2,0,2,1,2,1,3,2,3,0,1,0,3,0,0,2,1,1,0,1,3,5,1,0,1
